id,number,pgp_amount,date,enumerator,state,note
99,,0,1/18/2018,a.simon,pilot,
100,,0,1/18/2018,a.simon,pilot,
92,,0,1/18/2018,Anna,pilot,
91,,100,1/18/2018,Anna,pilot,in 7 different bills!
12,,200,1/18/2018,Ashatu,pilot,
11,,600,1/18/2018,Ashatu,pilot,
9,,200,1/18/2018,Bilkisu,pilot,
10,,0,1/18/2018,Bilkisu,pilot,
82,,100,1/18/2018,d.ruth,pilot,
81,,200,1/18/2018,d.ruth,pilot,
95,,400,1/18/2018,Didam,pilot,
96,,200,1/18/2018,Didam,pilot,
89,,400,1/18/2018,Dugalpi,pilot,
17,,1000,1/18/2018,f.gbenyi,pilot,
18,,1000,1/18/2018,f.gbenyi,pilot,
16,,200,1/18/2018,Francis,pilot,
15,,1000,1/18/2018,Francis,pilot,refused to take
97,,0,1/18/2018,i.iorkegh,pilot,
98,,50,1/18/2018,i.iorkegh,pilot,
3,,200,1/18/2018,i.shiana,pilot,
4,,200,1/18/2018,i.shiana,pilot,
86,,200,1/18/2018,Jonah,pilot,
85,,200,1/18/2018,Jonah,pilot,
83,,200,1/18/2018,l.aule,pilot,
84,,200,1/18/2018,l.aule,pilot,
2,,200,1/18/2018,m.orga,pilot,
1,,200,1/18/2018,m.orga,pilot,
93,,100,1/18/2018,Miriam,pilot,
94,,600,1/18/2018,Miriam,pilot,
87,,200,1/18/2018,n.vincent,pilot,
88,,500,1/18/2018,n.vincent,pilot,
42,,100,1/18/2018,Nafisa,pilot,
6,,100,1/18/2018,Patience,pilot,
5,,200,1/18/2018,Patience,pilot,
8,,200,1/18/2018,Rachel,pilot,
7,,200,1/18/2018,Rachel,pilot,
19,,200,1/18/2018,Suleiman,pilot,
20,,200,1/18/2018,Suleiman,pilot,
14,,400,1/18/2018,t.ikyaave,pilot,
43,,200,1/19/2018,a.simon,pilot,name?
53,,200,1/19/2018,Aisha,pilot,
54,,200,1/19/2018,Aisha,pilot,
73,,100,1/19/2018,Anna,pilot,
74,,200,1/19/2018,Anna,pilot,
26,,50,1/19/2018,Bilkisu,pilot,
27,,200,1/19/2018,Bilkisu,pilot,
69,,100,1/19/2018,d.ruth,pilot,
55,,200,1/19/2018,Deedum,pilot,
56,,200,1/19/2018,Deedum,pilot,
90,,200,1/19/2018,Dugalpi,pilot,
79,,600,1/19/2018,Dugalpi,pilot,
61,,50,1/19/2018,f.gbenyi,pilot,
62,,200,1/19/2018,f.gbenyi,pilot,
47,,0,1/19/2018,Francis,pilot,
48,,0,1/19/2018,Francis,pilot,
49,,200,1/19/2018,i.iorkegh,pilot,
50,,200,1/19/2018,i.iorkegh,pilot,
57,,400,1/19/2018,Jonah,pilot,
58,,200,1/19/2018,Jonah,pilot,
71,,200,1/19/2018,l.aule,pilot,
46,,100,1/19/2018,m.orga,pilot,"gave 46, but not 45."
51,,400,1/19/2018,Mariam,pilot,
52,,50,1/19/2018,Mariam,pilot,
65,,200,1/19/2018,n.vincent,pilot,
66,,200,1/19/2018,n.vincent,pilot,
41,,200,1/19/2018,Nafisa,pilot,
77,,200,1/19/2018,Nafisa,pilot,
63,,200,1/19/2018,Patience,pilot,
64,,600,1/19/2018,Patience,pilot,
75,,600,1/19/2018,Rachel,pilot,
76,,200,1/19/2018,Rachel,pilot,
67,,200,1/19/2018,Shianna,pilot,
68,,200,1/19/2018,Shianna,pilot,
29,,200,1/19/2018,Suleiman,pilot,
30,,200,1/19/2018,Suleiman,pilot,
13,,200,1/19/2018,t.ikyaave,pilot,
59,,200,1/19/2018,t.ikyaave,pilot,
60,,200,1/19/2018,t.ikyaave,pilot,
AB1,1,20,1/30/2018,a.bako,nas,
AB2,2,200,1/30/2018,a.bako,nas,
AB3,3,400,1/30/2018,a.bako,nas,
BI1,1,600,1/30/2018,b.idris,nas,
BI2,2,400,1/30/2018,b.idris,nas,
DD1,1,100,1/30/2018,d.daniel,nas,
DD2,2,200,1/30/2018,d.daniel,nas,
EJ1,1,200,1/30/2018,e.jonah,nas,
EJ2,2,200,1/30/2018,e.jonah,nas,
1066,1066,200,1/30/2018,m.rachel,nas,
1067,1067,400,1/30/2018,n.yunusa,nas,
PT1,1,200,1/30/2018,p.thomas,nas,
PT2,2,400,1/30/2018,p.thomas,nas,
1063,1063,200,1/30/2018,s.ibrahim,nas,
AB1,1,200,1/31/2018,a.bako,nas,
AB2,2,400,1/31/2018,a.bako,nas,
AB3,3,400,1/31/2018,a.bako,nas,
AB4,4,50,1/31/2018,a.bako,nas,
AB5,5,0,1/31/2018,a.bako,nas,
AB6,6,200,1/31/2018,a.bako,nas,
BI1,1,600,1/31/2018,b.idris,nas,
BI2,2,800,1/31/2018,b.idris,nas,
BI3,3,400,1/31/2018,b.idris,nas,
BI4,4,200,1/31/2018,b.idris,nas,
BI5,5,200,1/31/2018,b.idris,nas,
DA1,1,200,1/31/2018,d.alahirah,nas,
DA2,2,200,1/31/2018,d.alahirah,nas,
DA3,3,100,1/31/2018,d.alahirah,nas,
DA4,4,200,1/31/2018,d.alahirah,nas,
DA5,5,200,1/31/2018,d.alahirah,nas,
DA6,6,200,1/31/2018,d.alahirah,nas,
DD1,1,200,1/31/2018,d.daniel,nas,
DD2,2,200,1/31/2018,d.daniel,nas,
DD3,3,200,1/31/2018,d.daniel,nas,
DD4,4,400,1/31/2018,d.daniel,nas,
DD5,5,400,1/31/2018,d.daniel,nas,
EJ1,1,400,1/31/2018,e.jonah,nas,
EJ2,2,200,1/31/2018,e.jonah,nas,
EJ3,3,200,1/31/2018,e.jonah,nas,
EJ4,4,200,1/31/2018,e.jonah,nas,
EJ5,5,200,1/31/2018,e.jonah,nas,
EJ6,6,200,1/31/2018,e.jonah,nas,
MO1,1,500,1/31/2018,m.orume,nas,
MO2,2,400,1/31/2018,m.orume,nas,
MO3,3,1200,1/31/2018,m.orume,nas,
MO4,4,0,1/31/2018,m.orume,nas,
MO5,5,500,1/31/2018,m.orume,nas,added 300 that was unaccounted for.
MO6,6,200,1/31/2018,m.orume,nas,
MO7,7,200,1/31/2018,m.orume,nas,
MO8,8,1000,1/31/2018,m.orume,nas,
MR1,1,200,1/31/2018,m.rachel,nas,
MR2,2,200,1/31/2018,m.rachel,nas,
MR3,3,200,1/31/2018,m.rachel,nas,
MR4,4,400,1/31/2018,m.rachel,nas,
MR5,5,200,1/31/2018,m.rachel,nas,
MR6,6,200,1/31/2018,m.rachel,nas,
MR7,7,200,1/31/2018,m.rachel,nas,
NY1,1,400,1/31/2018,n.yunusa,nas,
NY2,2,400,1/31/2018,n.yunusa,nas,
NY3,3,400,1/31/2018,n.yunusa,nas,
NY4,4,600,1/31/2018,n.yunusa,nas,
NY5,5,400,1/31/2018,n.yunusa,nas,
1068,1068,200,1/31/2018,n.yunusa,nas,
PT1,1,200,1/31/2018,p.thomas,nas,
PT2,2,200,1/31/2018,p.thomas,nas,
PT3,3,200,1/31/2018,p.thomas,nas,
PT4,4,400,1/31/2018,p.thomas,nas,
1062,1062,200,1/31/2018,s.ibrahim,nas,
1064,1064,200,1/31/2018,s.ibrahim,nas,
1065,1065,100,1/31/2018,s.ibrahim,nas,
SI1,1,200,1/31/2018,s.ibrahim,nas,
SI2,2,200,1/31/2018,s.ibrahim,nas,
AB1,1,50,2/1/2018,a.bako,nas,
AB2,2,50,2/1/2018,a.bako,nas,
AB3,3,200,2/1/2018,a.bako,nas,
AB4,4,200,2/1/2018,a.bako,nas,
BI1,1,400,2/1/2018,b.idris,nas,
BI2,2,400,2/1/2018,b.idris,nas,
BI3,3,400,2/1/2018,b.idris,nas,
BI4,4,400,2/1/2018,b.idris,nas,
DA1,1,100,2/1/2018,d.alahirah,nas,
DA2,2,200,2/1/2018,d.alahirah,nas,
DA3,3,200,2/1/2018,d.alahirah,nas,
DA4,4,200,2/1/2018,d.alahirah,nas,
DA5,5,200,2/1/2018,d.alahirah,nas,
DA6,6,100,2/1/2018,d.alahirah,nas,
DA7,7,200,2/1/2018,d.alahirah,nas,
DA8,8,0,2/1/2018,d.alahirah,nas,
DA9,9,0,2/1/2018,d.alahirah,nas,
DD1,1,600,2/1/2018,d.daniel,nas,
DD2,2,500,2/1/2018,d.daniel,nas,
DD3,3,200,2/1/2018,d.daniel,nas,
DD4,4,200,2/1/2018,d.daniel,nas,
DD5,5,400,2/1/2018,d.daniel,nas,
DD6,6,200,2/1/2018,d.daniel,nas,
EJ1,1,200,2/1/2018,e.jonah,nas,
EJ2,2,200,2/1/2018,e.jonah,nas,
EJ3,3,200,2/1/2018,e.jonah,nas,
EJ4,4,100,2/1/2018,e.jonah,nas,
EJ5,5,600,2/1/2018,e.jonah,nas,
MO1,1,200,2/1/2018,m.orume,nas,
MO2,2,50,2/1/2018,m.orume,nas,
MO3,3,1000,2/1/2018,m.orume,nas,
MO4,4,100,2/1/2018,m.orume,nas,
MO5,5,200,2/1/2018,m.orume,nas,
MO6,6,200,2/1/2018,m.orume,nas,
MO7,7,200,2/1/2018,m.orume,nas,
MR1,1,200,2/1/2018,m.rachel,nas,
MR2,2,1000,2/1/2018,m.rachel,nas,
MR3,3,600,2/1/2018,m.rachel,nas,
MR4,4,200,2/1/2018,m.rachel,nas,
MR5,5,200,2/1/2018,m.rachel,nas,
MR6,6,200,2/1/2018,m.rachel,nas,
MR7,7,200,2/1/2018,m.rachel,nas,
MR8,8,200,2/1/2018,m.rachel,nas,
NY1,1,400,2/1/2018,n.yunusa,nas,
NY2,2,800,2/1/2018,n.yunusa,nas,
NY3,3,600,2/1/2018,n.yunusa,nas,
NY4,4,400,2/1/2018,n.yunusa,nas,
NY5,5,200,2/1/2018,n.yunusa,nas,
NY6,6,200,2/1/2018,n.yunusa,nas,
NY7,7,600,2/1/2018,n.yunusa,nas,
NY8,8,200,2/1/2018,n.yunusa,nas,
NA9,9,200,2/1/2018,n.yunusa,nas,
PT1,1,0,2/1/2018,p.thomas,nas,
PT2,2,200,2/1/2018,p.thomas,nas,
PT3,3,20,2/1/2018,p.thomas,nas,
PT4,4,200,2/1/2018,p.thomas,nas,
PT5,5,1000,2/1/2018,p.thomas,nas,
SI1,1,500,2/1/2018,s.ibrahim,nas,
SI2,2,200,2/1/2018,s.ibrahim,nas,
SI3,3,200,2/1/2018,s.ibrahim,nas,
SI4,4,200,2/1/2018,s.ibrahim,nas,
SI5,5,200,2/1/2018,s.ibrahim,nas,
SI6,6,200,2/1/2018,s.ibrahim,nas,
AB1,1,200,2/2/2018,a.bako,nas,
AB2,2,100,2/2/2018,a.bako,nas,
AB3,3,20,2/2/2018,a.bako,nas,
AB4,4,100,2/2/2018,a.bako,nas,
BI1,1,400,2/2/2018,b.idris,nas,
BI2,2,200,2/2/2018,b.idris,nas,
BI3,3,200,2/2/2018,b.idris,nas,
1213,1213,800,2/2/2018,d.alahirah,nas,
1216,1216,800,2/2/2018,d.alahirah,nas,
DD1,1,400,2/2/2018,d.daniel,nas,
EJ1,1,200,2/2/2018,e.jonah,nas,
EJ2,2,200,2/2/2018,e.jonah,nas,
EJ3,3,400,2/2/2018,e.jonah,nas,
EJ4,4,200,2/2/2018,e.jonah,nas,
1218,1218,450,2/2/2018,m.orume,nas,
1222,1222,600,2/2/2018,m.orume,nas,
1221,1221,100,2/2/2018,m.rachel,nas,
1219,1219,400,2/2/2018,n.yunusa,nas,
1220,1220,200,2/2/2018,n.yunusa,nas,
PT1,1,200,2/2/2018,p.thomas,nas,
1214,1214,400,2/2/2018,s.ibrahim,nas,
1215,1215,1000,2/2/2018,s.ibrahim,nas,
1226,1226,200,2/3/2018,a.bako,nas,
AB1,1,200,2/3/2018,a.bako,nas,
AB2,2,20,2/3/2018,a.bako,nas,
AB3,3,200,2/3/2018,a.bako,nas,
AB4,4,200,2/3/2018,a.bako,nas,
AB5,5,20,2/3/2018,a.bako,nas,
BI1,1,1200,2/3/2018,b.idris,nas,
BI2,2,200,2/3/2018,b.idris,nas,
BI3,3,200,2/3/2018,b.idris,nas,
BI4,4,400,2/3/2018,b.idris,nas,
BI5,5,200,2/3/2018,b.idris,nas,
DA1,1,200,2/3/2018,d.alahirah,nas,
DA2,2,200,2/3/2018,d.alahirah,nas,
DA3,3,200,2/3/2018,d.alahirah,nas,
DA4,4,1100,2/3/2018,d.alahirah,nas,
DA5,5,1100,2/3/2018,d.alahirah,nas,
DA6,6,1050,2/3/2018,d.alahirah,nas,
DA7,7,1200,2/3/2018,d.alahirah,nas,
DA8,8,1220,2/3/2018,d.alahirah,nas,
1225,1225,400,2/3/2018,d.daniel,nas,
DD1,1,NA,2/3/2018,d.daniel,nas,"accidentally clicked ""yes"" to comm_leader survey."
DD2,2,200,2/3/2018,d.daniel,nas,
DD3,3,200,2/3/2018,d.daniel,nas,
DD4,4,200,2/3/2018,d.daniel,nas,
DD5,5,200,2/3/2018,d.daniel,nas,
DD6,6,200,2/3/2018,d.daniel,nas,
DD7,7,400,2/3/2018,d.daniel,nas,
1223,1223,1000,2/3/2018,e.jonah,nas,
1228,1228,400,2/3/2018,e.jonah,nas,
EJ1,1,200,2/3/2018,e.jonah,nas,
EJ2,2,400,2/3/2018,e.jonah,nas,
EJ3,3,200,2/3/2018,e.jonah,nas,
EJ4,4,200,2/3/2018,e.jonah,nas,
EJ5,5,400,2/3/2018,e.jonah,nas,
EJ6,6,400,2/3/2018,e.jonah,nas,
MO1,1,200,2/3/2018,m.orume,nas,
MO2,2,1000,2/3/2018,m.orume,nas,
MO3,3,200,2/3/2018,m.orume,nas,
MO4,4,200,2/3/2018,m.orume,nas,
MO5,5,200,2/3/2018,m.orume,nas,
MO6,6,200,2/3/2018,m.orume,nas,
MR1,1,1100,2/3/2018,m.rachel,nas,
MR2,2,1050,2/3/2018,m.rachel,nas,
MR3,3,1100,2/3/2018,m.rachel,nas,
MR4,4,1200,2/3/2018,m.rachel,nas,
MR5,5,1500,2/3/2018,m.rachel,nas,
MR6,6,1010,2/3/2018,m.rachel,nas,
MR7,7,1000,2/3/2018,m.rachel,nas,
NY1,1,200,2/3/2018,n.yunusa,nas,
NY2,2,400,2/3/2018,n.yunusa,nas,
NY3,3,1100,2/3/2018,n.yunusa,nas,
NY4,4,200,2/3/2018,n.yunusa,nas,
NY5,5,600,2/3/2018,n.yunusa,nas,
NY6,6,400,2/3/2018,n.yunusa,nas,
NY7,7,600,2/3/2018,n.yunusa,nas,
1227,1227,400,2/3/2018,p.thomas,nas,
PT1,1,200,2/3/2018,p.thomas,nas,
PT2,2,200,2/3/2018,p.thomas,nas,
PT3,3,200,2/3/2018,p.thomas,nas,
PT4,4,200,2/3/2018,p.thomas,nas,
PT5,5,400,2/3/2018,p.thomas,nas,
PT6,6,200,2/3/2018,p.thomas,nas,
SI1,1,200,2/3/2018,s.ibrahim,nas,
SI2,2,1000,2/3/2018,s.ibrahim,nas,
SI3,3,400,2/3/2018,s.ibrahim,nas,
SI4,4,800,2/3/2018,s.ibrahim,nas,
SI5,5,400,2/3/2018,s.ibrahim,nas,
SI6,6,400,2/3/2018,s.ibrahim,nas,
AB1,1,200,2/4/2018,a.bako,nas,
BI1,1,600,2/4/2018,b.idris,nas,
BI2,2,1600,2/4/2018,b.idris,nas,
DA1,1,100,2/4/2018,d.alahirah,nas,
DA2,2,200,2/4/2018,d.alahirah,nas,
DA3,3,1200,2/4/2018,d.alahirah,nas,
DA4,4,,2/4/2018,d.alahirah,nas,
1229,1229,600,2/4/2018,d.daniel,nas,
DD1,1,400,2/4/2018,d.daniel,nas,
DD2,2,600,2/4/2018,d.daniel,nas,
DD3,3,200,2/4/2018,d.daniel,nas,
DD4,4,200,2/4/2018,d.daniel,nas,
DD5,5,200,2/4/2018,d.daniel,nas,
1224,1224,400,2/4/2018,e.jonah,nas,
MO1,1,450,2/4/2018,m.orume,nas,
1217,1217,1000,2/4/2018,m.orume,nas,
MR1,1,600,2/4/2018,m.rachel,nas,
MR2,2,400,2/4/2018,m.rachel,nas,
MR3,3,600,2/4/2018,m.rachel,nas,
MR4,4,200,2/4/2018,m.rachel,nas,
NY1,1,800,2/4/2018,n.yunusa,nas,
NY2,2,200,2/4/2018,n.yunusa,nas,
NY3,3,400,2/4/2018,n.yunusa,nas,
PT1,1,200,2/4/2018,p.thomas,nas,
PT2,2,200,2/4/2018,p.thomas,nas,
PT3,3,200,2/4/2018,p.thomas,nas,
PT4,4,200,2/4/2018,p.thomas,nas,
SI1,1,200,2/4/2018,s.ibrahim,nas,
SI2,2,200,2/4/2018,s.ibrahim,nas,
SI3,3,200,2/4/2018,s.ibrahim,nas,
SI4,4,200,2/4/2018,s.ibrahim,nas,
BI1,1,600,2/7/2018,b.idris,nas,
BI2,2,400,2/7/2018,b.idris,nas,
BI3,3,400,2/7/2018,b.idris,nas,
1234,1234,400,2/7/2018,b.idris,nas,
DA1,1,500,2/7/2018,d.alahirah,nas,
1244,1244,0,2/7/2018,d.alahirah,nas,
1248,1248,0,2/7/2018,d.alahirah,nas,
DD1,1,200,2/7/2018,d.daniel,nas,
DD2,2,200,2/7/2018,d.daniel,nas,
1247,1247,200,2/7/2018,d.daniel,nas,
1249,1249,300,2/7/2018,d.daniel,nas,
1251,1251,600,2/7/2018,d.daniel,nas,
EJ1,1,400,2/7/2018,e.jonah,nas,
EJ2,2,400,2/7/2018,e.jonah,nas,
EJ3,3,400,2/7/2018,e.jonah,nas,
1241,1241,200,2/7/2018,e.jonah,nas,
MO1,1,100,2/7/2018,m.orume,nas,
MO2,2,200,2/7/2018,m.orume,nas,
1250,1250,200,2/7/2018,m.orume,nas,
MR1,1,400,2/7/2018,m.rachel,nas,
MR2,2,400,2/7/2018,m.rachel,nas,
1245,1245,200,2/7/2018,m.rachel,nas,
1252,1252,200,2/7/2018,m.rachel,nas,
NY1,1,800,2/7/2018,n.yunusa,nas,
1243,1243,200,2/7/2018,n.yunusa,nas,
1246,1246,400,2/7/2018,n.yunusa,nas,
PT1,1,400,2/7/2018,p.thomas,nas,
PT2,2,200,2/7/2018,p.thomas,nas,
1236,1236,200,2/7/2018,p.thomas,nas,
BI1,1,200,2/8/2018,b.idris,nas,
BI2,2,400,2/8/2018,b.idris,nas,
BI3,3,600,2/8/2018,b.idris,nas,
BI4,4,200,2/8/2018,b.idris,nas,
BI5,5,400,2/8/2018,b.idris,nas,
BI6,6,400,2/8/2018,b.idris,nas,
BI7,7,200,2/8/2018,b.idris,nas,
1235,1235,200,2/8/2018,b.idris,nas,
DA1,1,200,2/8/2018,d.alahirah,nas,
DA2,2,600,2/8/2018,d.alahirah,nas,
DA3,3,200,2/8/2018,d.alahirah,nas,
DA4,4,200,2/8/2018,d.alahirah,nas,
DA5,5,400,2/8/2018,d.alahirah,nas,
DA6,6,200,2/8/2018,d.alahirah,nas,
DA7,7,50,2/8/2018,d.alahirah,nas,
DD1,1,200,2/8/2018,d.daniel,nas,
DD2,2,200,2/8/2018,d.daniel,nas,
DD3,3,200,2/8/2018,d.daniel,nas,
DD4,4,200,2/8/2018,d.daniel,nas,
DD5,5,200,2/8/2018,d.daniel,nas,
EJ1,1,200,2/8/2018,e.jonah,nas,
EJ2,2,400,2/8/2018,e.jonah,nas,
EJ3,3,400,2/8/2018,e.jonah,nas,
EJ4,4,400,2/8/2018,e.jonah,nas,
EJ5,5,200,2/8/2018,e.jonah,nas,
EJ6,6,400,2/8/2018,e.jonah,nas,
1233,1233,200,2/8/2018,e.jonah,nas,
IB1,1,200,2/8/2018,I.hassan,nas,
IB2,2,200,2/8/2018,I.hassan,nas,
IB3,3,200,2/8/2018,I.hassan,nas,
IB4,4,200,2/8/2018,I.hassan,nas,
IB5,5,400,2/8/2018,I.hassan,nas,
1240,1240,200,2/8/2018,I.hassan,nas,
MO1,1,200,2/8/2018,m.orume,nas,
MO2,2,400,2/8/2018,m.orume,nas,
MO3,3,200,2/8/2018,m.orume,nas,
RM1,1,400,2/8/2018,m.rachel,nas,
MR2,2,200,2/8/2018,m.rachel,nas,
MR3,3,200,2/8/2018,m.rachel,nas,
MR4,4,400,2/8/2018,m.rachel,nas,
MR5,5,400,2/8/2018,m.rachel,nas,
MR6,6,200,2/8/2018,m.rachel,nas,
NY1,1,200,2/8/2018,n.yunusa,nas,
NY2,2,200,2/8/2018,n.yunusa,nas,
NY3,3,200,2/8/2018,n.yunusa,nas,
NY4,4,200,2/8/2018,n.yunusa,nas,
NY5,5,200,2/8/2018,n.yunusa,nas,
PT1,1,200,2/8/2018,p.thomas,nas,
PT2,2,400,2/8/2018,p.thomas,nas,
PT3,3,200,2/8/2018,p.thomas,nas,
PT4,4,200,2/8/2018,p.thomas,nas,
PT5,5,200,2/8/2018,p.thomas,nas,
PT6,6,400,2/8/2018,p.thomas,nas,
1237,1237,0,2/8/2018,p.thomas,nas,
TA1,1,200,2/8/2018,t.ahmadu,nas,
TA2,2,200,2/8/2018,t.ahmadu,nas,
BI1,1,400,2/9/2018,b.idris,nas,
BI2,2,400,2/9/2018,b.idris,nas,
BI3,3,400,2/9/2018,b.idris,nas,
BI4,4,200,2/9/2018,b.idris,nas,
1238,1238,400,2/9/2018,b.idris,nas,
DA1,1,400,2/9/2018,d.alahirah,nas,
DA2,2,200,2/9/2018,d.alahirah,nas,
DA3,3,200,2/9/2018,d.alahirah,nas,
DD1,1,400,2/9/2018,d.daniel,nas,
DD2,2,200,2/9/2018,d.daniel,nas,
DD3,3,200,2/9/2018,d.daniel,nas,
DD4,4,200,2/9/2018,d.daniel,nas,
EJ1,1,200,2/9/2018,e.jonah,nas,
EJ2,2,400,2/9/2018,e.jonah,nas,
EJ3,3,400,2/9/2018,e.jonah,nas,
EJ4,4,200,2/9/2018,e.jonah,nas,
1239,1239,200,2/9/2018,e.jonah,nas,
IH1,1,200,2/9/2018,I.hassan,nas,
IH2,2,600,2/9/2018,I.hassan,nas,
IH3,3,400,2/9/2018,I.hassan,nas,
IH4,4,200,2/9/2018,I.hassan,nas,
IH5,5,200,2/9/2018,I.hassan,nas,
MO1,1,200,2/9/2018,m.orume,nas,
MO2,2,200,2/9/2018,m.orume,nas,
MO3,3,200,2/9/2018,m.orume,nas,
MR1,1,200,2/9/2018,m.rachel,nas,
MR2,2,200,2/9/2018,m.rachel,nas,
MR3,3,300,2/9/2018,m.rachel,nas,
NY1,1,400,2/9/2018,n.yunusa,nas,
NY2,2,200,2/9/2018,n.yunusa,nas,
NY3,3,100,2/9/2018,n.yunusa,nas,
PT1,1,200,2/9/2018,p.thomas,nas,
PT2,2,200,2/9/2018,p.thomas,nas,
PT3,3,200,2/9/2018,p.thomas,nas,
PT4,4,0,2/9/2018,P.thomas,nas,
1242,1242,400,2/9/2018,p.thomas,nas,
